年,年,凭证号,分录号,摘要,科目编码,科目名称,辅助项,币种, 借方 ,贷方
11,30,记账-0348,1,刘华忠出差北京,660109,660109\销售费用\差旅费,【部门档案：营销中心】【软件项目辅助核算：北京项目公摊】,人民币," 1,528.45 ",
11,30,记账-0348,4,刘华忠出差南昌投标,660109,660109\销售费用\差旅费,【部门档案：营销中心】【软件项目辅助核算：北京项目公摊】,人民币," 1,832.83 ",
11,30,记账-0349,1,郝琳出差扬州-723所体系评估,660109,660109\销售费用\差旅费,【部门档案：营销中心】【软件项目辅助核算：723所体系评估】,人民币, 274.51 ,
11,30,记账-0349,3,郝琳出差郑州-电子监测仪,660109,660109\销售费用\差旅费,【部门档案：营销中心】【软件项目辅助核算：电子监测仪】,人民币," 2,166.75 ",
11,30,记账-0352,1,徐厚超出差南昌-营销中心,660109,660109\销售费用\差旅费,【部门档案：营销中心】【软件项目辅助核算：北京项目公摊】,人民币," 1,038.61 ",
11,30,记账-0353,1,董梁报销-模拟机分系统采购,660111,660111\销售费用\业务招待费,【部门档案：空海商务部】【软件项目辅助核算：模拟机分系统采购】,人民币, 791.00 ,
11,30,记账-0353,2,董梁出差杭州-模拟机分系统采购,660109,660109\销售费用\差旅费,【部门档案：空海商务部】【软件项目辅助核算：模拟机分系统采购】,人民币," 1,175.58 ",
11,30,记账-0356,1,廖鹏远报销-中国商飞模拟器及训练,660111,660111\销售费用\业务招待费,【部门档案：培训销售部】【软件项目辅助核算：中国商飞模拟器及训练产品销售项目】,人民币," 1,284.00 ",
11,30,记账-0356,2,廖鹏远报销,660111,660111\销售费用\业务招待费,【部门档案：培训销售部】【软件项目辅助核算：民航项目公摊】,人民币," 3,400.00 ",
11,30,记账-0356,3,廖鹏远报销-空海商务部,660111,660111\销售费用\业务招待费,【部门档案：空海商务部】【软件项目辅助核算：科室专用】,人民币," 2,832.00 ",
11,30,记账-0356,4,廖鹏远报销-空海商务部,660109,660109\销售费用\差旅费,【部门档案：空海商务部】【软件项目辅助核算：科室专用】,人民币, 100.00 ,
11,30,记账-0360,1,姜小雨报销,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：北京项目公摊】,人民币," 2,120.00 ",
11,30,记账-0360,2,姜小雨报销,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：北京项目公摊】,人民币," 1,268.00 ",
11,30,记账-0360,3,姜小雨报销-装工院体系评估,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：装工院体系评估】,人民币," 2,655.00 ",
11,30,记账-0362,1,姜小雨报销办公费,660108,660108\销售费用\办公费,【部门档案：营销中心】【软件项目辅助核算：北京项目公摊】,人民币," 7,635.00 ",
11,30,记账-0362,2,姜小雨报销-陆工大体系,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：陆工大体系评估】,人民币," 1,868.00 ",
11,30,记账-0362,3,姜小雨报销-装工院体系,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：装工院体系评估】,人民币," 1,118.00 ",
11,30,记账-0376,1,张成龙报销-陆工大体系评估,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：陆工大体系评估】,人民币, 778.00 ,
11,30,记账-0376,2,张成龙报销-陆工大体系评估,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：陆工大体系评估】,人民币," 2,120.00 ",
11,30,记账-0376,3,张成龙报销-装技所体系评估,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币, 800.00 ,
11,30,记账-0377,1,张成龙出差贵阳-抛撒布雷车,660109,660109\销售费用\差旅费,【部门档案：营销中心】【软件项目辅助核算：抛撒布雷车】,人民币," 1,532.85 ",
11,30,记账-0379,1,张成龙报销-装技所评估,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币, 371.00 ,
11,30,记账-0379,2,张成龙报销-装技所评估,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币," 3,000.00 ",
11,30,记账-0379,3,张成龙报销-装技所评估,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币, 800.00 ,
11,30,记账-0379,4,张成龙报销-装技所评估,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币, 648.00 ,
11,30,记账-0381,1,张成龙报销-装技所评估,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币," 1,200.00 ",
11,30,记账-0381,2,张成龙报销-陆工大评估,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币, 794.00 ,
11,30,记账-0381,3,张成龙报销-装技所评估,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币," 2,429.00 ",
11,30,记账-0382,1,张成龙报销-装技所评估,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币," 2,000.00 ",
11,30,记账-0382,2,张成龙出差隆昌-陆工大评估,660109,660109\销售费用\差旅费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币," 3,600.41 ",
11,30,记账-0382,3,张成龙报销-装技所评估,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币, 12.09 ,
11,30,记账-0387,1,郭天宇付南京致合人力资源咨询服务费,660118,660118\销售费用\专家咨询费,【部门档案：培训事业中心】【软件项目辅助核算：民航项目公摊】,人民币," 17,367.52 ",
11,30,记账-0387,2,郭天宇付南京致合人力资源咨询服务费,660118,660118\销售费用\专家咨询费,【部门档案：空海商务部】【软件项目辅助核算：科室专用】,人民币," 31,260.90 ",
11,30,记账-0388,1,汤志燕报销-交互式使用维护操作,660111,660111\销售费用\业务招待费,【部门档案：营销中心】【软件项目辅助核算：交互式使用维护操作支持模块】,人民币," 4,500.00 ",
11,30,记账-0445,2,摊销11月营销中心房租,660102,660102\销售费用\福利费,【部门档案：营销中心】【软件项目辅助核算：北京项目公摊】,人民币," 3,000.00 ",
11,30,记账-0463,81,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：电子监测仪】,人民币, 75.78 ,
11,30,记账-0463,82,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：山地高原伴随桥训练模拟器】,人民币, 15.75 ,
11,30,记账-0463,83,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：抛撒布雷车】,人民币, 189.87 ,
11,30,记账-0463,84,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：战场伪装规划与辅助决策系统】,人民币, 15.75 ,
11,30,记账-0463,85,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：交互式使用维护操作支持模块】,人民币, 75.78 ,
11,30,记账-0463,86,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：空降兵特种作战增强现实头盔】,人民币, 63.00 ,
11,30,记账-0463,87,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币, 189.87 ,
11,30,记账-0463,88,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：陆工大体系评估】,人民币, 142.40 ,
11,30,记账-0463,89,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：装工院体系评估】,人民币, 189.87 ,
11,30,记账-0463,90,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：28所数据分析】,人民币, 15.16 ,
11,30,记账-0463,91,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：32基地数据分析】,人民币, 47.25 ,
11,30,记账-0463,92,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：南炮训练中心建设】,人民币, 299.25 ,
11,30,记账-0463,93,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：310所体系评估】,人民币, 15.16 ,
11,30,记账-0463,94,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：706所体系评估】,人民币, 15.16 ,
11,30,记账-0463,95,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：723所体系评估】,人民币, 60.62 ,
11,30,记账-0463,96,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：14所体系评估】,人民币, 15.16 ,
11,30,记账-0463,97,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：多功能车全液晶显示与操作控制系统KP（研制）】,人民币, 45.47 ,
11,30,记账-0463,98,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：多功能车全液晶显示与操作控制系统QT（研制）】,人民币, 45.47 ,
11,30,记账-0463,99,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【软件项目辅助核算：华泰证券信息系统研发人力外包服务】【部门档案：营销中心】,人民币, 346.25 ,
11,30,记账-0463,100,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：无人系统通信试验平台】,人民币, 63.00 ,
11,30,记账-0463,101,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：某测试模拟操作系统】,人民币, 60.62 ,
11,30,记账-0463,102,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：某装备综合系统数据采集器】,人民币, 60.62 ,
11,30,记账-0463,103,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：某型号车模拟室软硬件研制服务】,人民币, 126.00 ,
11,30,记账-0463,104,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：直升机沉浸式模拟训练系统】,人民币, 237.34 ,
11,30,记账-0463,105,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：713仿真理论培训平台】,人民币, 60.62 ,
11,30,记账-0463,106,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：某型装备战术理论培训课件】,人民币, 90.94 ,
11,30,记账-0463,107,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：装备推演论证项目】,人民币, 90.94 ,
11,30,记账-0463,108,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：岸滩卸载作业模拟训练系统】,人民币, 675.00 ,
11,30,记账-0463,109,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：营销中心】【软件项目辅助核算：19T运输车信息终端】,人民币, 60.62 ,
11,30,记账-0463,110,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：电科27所试验数据服务系统】,人民币, 60.62 ,
11,30,记账-0463,111,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：智慧学习平台】,人民币, 15.16 ,
11,30,记账-0463,112,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：地勤虚拟训练仿真系统】,人民币, 15.16 ,
11,30,记账-0463,113,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：航天九院近程无人机测控模拟器硬件采购项目】,人民币, 15.16 ,
11,30,记账-0463,114,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：10K直升机模拟机分系统采购】,人民币, 30.31 ,
11,30,记账-0463,115,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：H工大商务市场】,人民币, 60.62 ,
11,30,记账-0463,116,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：彩虹-4侦打一体化无人机模拟训练平台】,人民币, 15.16 ,
11,30,记账-0463,117,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：HJ航母编队复杂海况下作战效能评估】,人民币, 15.16 ,
11,30,记账-0463,118,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：5701厂方舱车项目】,人民币, 106.09 ,
11,30,记账-0463,119,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：海警运-12飞机飞行模拟器采购项目】,人民币, 60.62 ,
11,30,记账-0463,120,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：直-9直升机飞行模拟器采购项目】,人民币, 60.62 ,
11,30,记账-0463,121,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：HJ训练与考核系统】,人民币, 30.31 ,
11,30,记账-0463,122,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：空海商务部】【软件项目辅助核算：HJ训练条件改造】,人民币, 121.25 ,
11,30,记账-0463,123,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：风电场VR虚拟沙盘】,人民币, 15.75 ,
11,30,记账-0463,124,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：民用飞机改医疗飞机】,人民币, 22.50 ,
11,30,记账-0463,125,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：风电场VR训练平台】,人民币, 15.75 ,
11,30,记账-0463,126,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：陆军特战学院无人侦察机模拟训练项目】,人民币, 231.55 ,
11,30,记账-0463,127,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：SBT虚拟仿真训练系统】,人民币, 15.75 ,
11,30,记账-0463,128,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：障碍物智能评估系统】,人民币, 47.25 ,
11,30,记账-0463,129,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：电科27所试验大数据挖掘分析平台】,人民币, 57.89 ,
11,30,记账-0463,130,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：电科27所试验数据服务系统】,人民币, 30.31 ,
11,30,记账-0463,131,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：2020年集体企业采购管理等3个应用系统技术支持（盐城、连云港地区）】,人民币, 15.75 ,
11,30,记账-0463,132,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：大电力板块（包含风电+输电体系）】,人民币, 38.25 ,
11,30,记账-0463,133,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：中国商飞模拟器及训练产品销售项目】,人民币, 31.50 ,
11,30,记账-0463,134,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：某飞行模拟软件】,人民币, 173.66 ,
11,30,记账-0463,135,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：智慧学习平台】,人民币, 52.81 ,
11,30,记账-0463,136,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：训练综合管理系统】,人民币, 22.50 ,
11,30,记账-0463,137,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：两、三自由度全向运动平台虚拟训练系统】,人民币, 45.00 ,
11,30,记账-0463,138,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：地勤虚拟训练仿真系统】,人民币, 75.31 ,
11,30,记账-0463,139,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：航天九院近程无人机测控模拟器硬件采购项目】,人民币, 60.62 ,
11,30,记账-0463,140,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：海上风电综合培训管理平台软件系统项目】,人民币, 45.00 ,
11,30,记账-0463,141,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：工业大数据——5g工厂】,人民币, 57.89 ,
11,30,记账-0463,142,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：10K直升机模拟机分系统采购】,人民币, 60.62 ,
11,30,记账-0463,143,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：成都航空性能平台项目】,人民币, 15.75 ,
11,30,记账-0463,144,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：吉祥航空性能平台项目】,人民币, 15.75 ,
11,30,记账-0463,145,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：明阳及其他电力相关项目】,人民币, 31.50 ,
11,30,记账-0463,146,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：上海华模模拟器及分系统项目】,人民币, 47.25 ,
11,30,记账-0463,147,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：176型无人机训练系统】,人民币, 31.50 ,
11,30,记账-0463,148,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：H航大商务市场】,人民币, 113.40 ,
11,30,记账-0463,149,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：H工大商务市场】,人民币, 22.50 ,
11,30,记账-0463,150,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：5701厂方舱车项目】,人民币, 208.64 ,
11,30,记账-0463,151,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：海警运-12飞机飞行模拟器采购项目】,人民币, 22.50 ,
11,30,记账-0463,152,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：直-9直升机飞行模拟器采购项目】,人民币, 22.50 ,
11,30,记账-0463,153,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：技术解决部】【软件项目辅助核算：试验数据处理与评估原型系统】,人民币, 108.00 ,
11,30,记账-0463,154,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：技术解决部】【软件项目辅助核算：岸滩卸载作业模拟训练系统】,人民币, 144.00 ,
11,30,记账-0463,155,计提11月社保-医疗保险,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：技术解决部】【软件项目辅助核算：海警运-12飞机飞行模拟器采购项目】,人民币, 108.00 ,
11,30,记账-0464,81,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：电子监测仪】,人民币, 6.74 ,
11,30,记账-0464,82,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：山地高原伴随桥训练模拟器】,人民币, 1.40 ,
11,30,记账-0464,83,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：抛撒布雷车】,人民币, 5.39 ,
11,30,记账-0464,84,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：战场伪装规划与辅助决策系统】,人民币, 1.40 ,
11,30,记账-0464,85,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：交互式使用维护操作支持模块】,人民币, 6.74 ,
11,30,记账-0464,86,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：空降兵特种作战增强现实头盔】,人民币, 5.60 ,
11,30,记账-0464,87,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币, 5.39 ,
11,30,记账-0464,88,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：陆工大体系评估】,人民币, 4.04 ,
11,30,记账-0464,89,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：装工院体系评估】,人民币, 5.39 ,
11,30,记账-0464,90,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：28所数据分析】,人民币, 1.35 ,
11,30,记账-0464,91,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：32基地数据分析】,人民币, 4.20 ,
11,30,记账-0464,92,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：南炮训练中心建设】,人民币, 26.60 ,
11,30,记账-0464,93,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：310所体系评估】,人民币, 1.35 ,
11,30,记账-0464,94,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：706所体系评估】,人民币, 1.35 ,
11,30,记账-0464,95,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：723所体系评估】,人民币, 5.39 ,
11,30,记账-0464,96,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：14所体系评估】,人民币, 1.35 ,
11,30,记账-0464,97,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：多功能车全液晶显示与操作控制系统KP（研制）】,人民币, 4.04 ,
11,30,记账-0464,98,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：多功能车全液晶显示与操作控制系统QT（研制）】,人民币, 4.04 ,
11,30,记账-0464,99,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【软件项目辅助核算：华泰证券信息系统研发人力外包服务】【部门档案：营销中心】,人民币, 30.78 ,
11,30,记账-0464,100,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：无人系统通信试验平台】,人民币, 5.60 ,
11,30,记账-0464,101,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：某测试模拟操作系统】,人民币, 5.39 ,
11,30,记账-0464,102,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：某装备综合系统数据采集器】,人民币, 5.39 ,
11,30,记账-0464,103,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：某型号车模拟室软硬件研制服务】,人民币, 11.20 ,
11,30,记账-0464,104,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：直升机沉浸式模拟训练系统】,人民币, 6.74 ,
11,30,记账-0464,105,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：713仿真理论培训平台】,人民币, 5.39 ,
11,30,记账-0464,106,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：某型装备战术理论培训课件】,人民币, 8.08 ,
11,30,记账-0464,107,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：装备推演论证项目】,人民币, 8.08 ,
11,30,记账-0464,108,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：岸滩卸载作业模拟训练系统】,人民币, 60.00 ,
11,30,记账-0464,109,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：19T运输车信息终端】,人民币, 5.39 ,
11,30,记账-0464,110,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：电科27所试验数据服务系统】,人民币, 5.39 ,
11,30,记账-0464,111,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：智慧学习平台】,人民币, 1.35 ,
11,30,记账-0464,112,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：地勤虚拟训练仿真系统】,人民币, 1.35 ,
11,30,记账-0464,113,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：航天九院近程无人机测控模拟器硬件采购项目】,人民币, 1.35 ,
11,30,记账-0464,114,计提11月社保-生育保险,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：10K直升机模拟机分系统采购】,人民币, 2.69 ,
